starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 19 17:56:03 2022	1642604163	22	37	59	34
Wed Jan 19 17:55:58 2022	1642604158	17	43	59	42
Wed Jan 19 17:55:53 2022	1642604153	22	37	59	19
Wed Jan 19 17:56:00 2022	1642604160	22	37	59	23
Wed Jan 19 17:56:02 2022	1642604162	16	43	59	20
Wed Jan 19 17:55:57 2022	1642604157	24	35	59	21
Wed Jan 19 17:55:59 2022	1642604159	20	39	59	24
Wed Jan 19 17:56:05 2022	1642604165	26	33	59	22
Wed Jan 19 17:56:02 2022	1642604162	20	40	59	18
Wed Jan 19 17:55:58 2022	1642604158	13	46	59	30
Wed Jan 19 17:55:56 2022	1642604156	23	36	59	22
Wed Jan 19 17:55:53 2022	1642604153	22	37	59	26
Wed Jan 19 17:56:01 2022	1642604161	33	27	59	18
Wed Jan 19 17:56:06 2022	1642604166	31	28	59	23
Wed Jan 19 17:56:00 2022	1642604160	32	28	59	24
Wed Jan 19 17:56:04 2022	1642604164	6	53	59	34
Wed Jan 19 17:55:58 2022	1642604158	29	30	59	25
Wed Jan 19 17:56:01 2022	1642604161	18	41	59	20
Wed Jan 19 17:56:00 2022	1642604160	22	37	59	22
Wed Jan 19 17:56:02 2022	1642604162	19	40	59	39
Wed Jan 19 17:56:06 2022	1642604166	23	36	59	26
Wed Jan 19 17:56:00 2022	1642604160	23	37	59	22
Wed Jan 19 17:55:57 2022	1642604157	30	29	59	10
Wed Jan 19 17:55:56 2022	1642604156	2	57	59	56
Wed Jan 19 17:56:04 2022	1642604164	13	46	59	26
Wed Jan 19 17:55:57 2022	1642604157	31	29	59	9
Wed Jan 19 17:55:56 2022	1642604156	46	13	59	9
Wed Jan 19 17:55:57 2022	1642604157	35	25	59	22
Wed Jan 19 17:56:00 2022	1642604160	32	28	59	16
Wed Jan 19 17:55:56 2022	1642604156	23	36	59	24
Wed Jan 19 17:56:02 2022	1642604162	14	45	59	33
Wed Jan 19 17:55:56 2022	1642604156	2	57	59	56
Wed Jan 19 17:55:59 2022	1642604159	8	51	59	34
Wed Jan 19 17:56:01 2022	1642604161	32	27	59	20
Wed Jan 19 17:56:06 2022	1642604166	32	28	59	22
Wed Jan 19 17:55:57 2022	1642604157	19	40	59	34
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	18
Wed Jan 19 17:55:56 2022	1642604156	2	57	59	56
Wed Jan 19 17:56:01 2022	1642604161	20	39	59	30
Wed Jan 19 17:56:02 2022	1642604162	24	36	59	32
Wed Jan 19 17:56:00 2022	1642604160	30	29	59	26
Wed Jan 19 17:55:58 2022	1642604158	34	25	59	17
Wed Jan 19 17:56:01 2022	1642604161	37	22	59	21
Wed Jan 19 17:56:04 2022	1642604164	24	35	59	25
Wed Jan 19 17:55:57 2022	1642604157	7	53	59	45
Wed Jan 19 17:55:54 2022	1642604154	25	35	59	33
Wed Jan 19 17:55:57 2022	1642604157	4	55	59	37
Wed Jan 19 17:56:00 2022	1642604160	33	26	59	25
Wed Jan 19 17:56:00 2022	1642604160	26	33	59	28
Wed Jan 19 17:56:01 2022	1642604161	23	37	59	30
Wed Jan 19 17:56:02 2022	1642604162	25	35	59	29
Wed Jan 19 17:55:57 2022	1642604157	32	27	59	18
Wed Jan 19 17:55:55 2022	1642604155	27	32	59	22
Wed Jan 19 17:55:53 2022	1642604153	31	29	59	15
Wed Jan 19 17:56:01 2022	1642604161	25	34	59	21
Wed Jan 19 17:56:04 2022	1642604164	11	49	59	25
Wed Jan 19 17:55:54 2022	1642604154	25	34	59	27
Wed Jan 19 17:56:01 2022	1642604161	25	34	59	23
Wed Jan 19 17:56:04 2022	1642604164	12	48	59	25
Wed Jan 19 17:56:00 2022	1642604160	31	28	59	16
Wed Jan 19 17:56:04 2022	1642604164	22	37	59	36
Wed Jan 19 17:56:01 2022	1642604161	22	38	59	19
Wed Jan 19 17:55:58 2022	1642604158	9	51	59	32
Wed Jan 19 17:55:57 2022	1642604157	25	34	59	28
Wed Jan 19 17:56:04 2022	1642604164	30	29	59	20
Wed Jan 19 17:55:55 2022	1642604155	19	40	59	33
Wed Jan 19 17:55:57 2022	1642604157	28	31	59	29
Wed Jan 19 17:55:55 2022	1642604155	19	40	59	33
Wed Jan 19 17:55:55 2022	1642604155	14	46	59	37
Wed Jan 19 17:55:55 2022	1642604155	4	55	59	40
Wed Jan 19 17:55:56 2022	1642604156	43	17	59	14
Wed Jan 19 17:55:56 2022	1642604156	23	37	59	24
Wed Jan 19 17:55:53 2022	1642604153	21	39	59	17
Wed Jan 19 17:56:04 2022	1642604164	13	46	59	30
Wed Jan 19 17:55:55 2022	1642604155	15	45	59	34
Wed Jan 19 17:56:00 2022	1642604160	31	29	59	24
Wed Jan 19 17:56:05 2022	1642604165	24	35	59	27
Wed Jan 19 17:55:53 2022	1642604153	24	36	59	25
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	18
Wed Jan 19 17:55:55 2022	1642604155	22	38	59	35
Wed Jan 19 17:55:53 2022	1642604153	15	45	59	22
Wed Jan 19 17:56:04 2022	1642604164	26	34	59	31
Wed Jan 19 17:55:56 2022	1642604156	16	44	59	28
Wed Jan 19 17:56:01 2022	1642604161	21	38	59	33
Wed Jan 19 17:56:01 2022	1642604161	21	39	59	18
Wed Jan 19 17:56:02 2022	1642604162	25	35	59	29
Wed Jan 19 17:55:58 2022	1642604158	1	59	59	47
Wed Jan 19 17:56:05 2022	1642604165	30	29	59	27
Wed Jan 19 17:56:01 2022	1642604161	47	13	60	12
Wed Jan 19 17:56:04 2022	1642604164	17	42	60	41
Wed Jan 19 17:56:05 2022	1642604165	25	34	60	24
Wed Jan 19 17:56:05 2022	1642604165	24	35	60	27
Wed Jan 19 17:55:54 2022	1642604154	21	38	60	32
Wed Jan 19 17:55:55 2022	1642604155	27	33	60	26
Wed Jan 19 17:56:02 2022	1642604162	20	40	60	31
Wed Jan 19 17:55:58 2022	1642604158	3	56	60	48
Wed Jan 19 17:55:58 2022	1642604158	32	28	60	18
Wed Jan 19 17:56:01 2022	1642604161	13	47	60	45
Wed Jan 19 17:56:01 2022	1642604161	25	34	60	23
Wed Jan 19 17:56:04 2022	1642604164	11	48	60	35
Wed Jan 19 17:55:57 2022	1642604157	27	32	60	29
Wed Jan 19 17:56:02 2022	1642604162	15	45	60	28
Wed Jan 19 17:56:02 2022	1642604162	12	48	60	41
Wed Jan 19 17:56:06 2022	1642604166	26	34	60	28
Wed Jan 19 17:56:01 2022	1642604161	33	27	60	18
Wed Jan 19 17:56:05 2022	1642604165	25	34	60	24
Wed Jan 19 17:56:00 2022	1642604160	19	41	60	36
Wed Jan 19 17:56:05 2022	1642604165	27	33	60	22
Wed Jan 19 17:55:56 2022	1642604156	30	30	60	24
Wed Jan 19 17:55:54 2022	1642604154	31	28	60	14
Wed Jan 19 17:56:01 2022	1642604161	18	42	60	34
Wed Jan 19 17:56:02 2022	1642604162	20	39	60	23
Wed Jan 19 17:56:05 2022	1642604165	24	35	60	28
Wed Jan 19 17:55:54 2022	1642604154	12	47	60	27
Wed Jan 19 17:56:07 2022	1642604167	33	26	60	24
Wed Jan 19 17:56:03 2022	1642604163	22	37	60	34
Wed Jan 19 17:56:04 2022	1642604164	36	23	60	15
Wed Jan 19 17:55:58 2022	1642604158	24	36	60	32
Wed Jan 19 17:55:55 2022	1642604155	27	33	60	29
Wed Jan 19 17:55:57 2022	1642604157	23	36	60	21
Wed Jan 19 17:55:55 2022	1642604155	15	44	60	31
Wed Jan 19 17:56:02 2022	1642604162	20	40	60	18
Wed Jan 19 17:55:55 2022	1642604155	15	44	60	31
Wed Jan 19 17:55:57 2022	1642604157	27	33	60	31
Wed Jan 19 17:55:56 2022	1642604156	30	30	60	24
Wed Jan 19 17:56:05 2022	1642604165	12	47	60	27
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	21
Wed Jan 19 17:56:01 2022	1642604161	25	34	60	31
Wed Jan 19 17:56:05 2022	1642604165	36	23	60	22
Wed Jan 19 17:55:55 2022	1642604155	8	52	60	45
Wed Jan 19 17:56:01 2022	1642604161	31	29	60	18
Wed Jan 19 17:56:03 2022	1642604163	32	28	60	26
Wed Jan 19 17:56:04 2022	1642604164	19	41	60	22
Wed Jan 19 17:55:57 2022	1642604157	35	25	60	22
Wed Jan 19 17:55:53 2022	1642604153	24	36	60	24
Wed Jan 19 17:55:58 2022	1642604158	9	51	60	32
Wed Jan 19 17:55:53 2022	1642604153	30	30	60	19
Wed Jan 19 17:56:05 2022	1642604165	26	33	60	22
Wed Jan 19 17:56:00 2022	1642604160	26	33	60	31
Wed Jan 19 17:56:02 2022	1642604162	15	45	60	28
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	28
Wed Jan 19 17:55:56 2022	1642604156	18	42	60	26
Wed Jan 19 17:56:04 2022	1642604164	10	50	60	36
Wed Jan 19 17:55:53 2022	1642604153	24	36	60	25
Wed Jan 19 17:55:57 2022	1642604157	26	33	60	10
Wed Jan 19 17:55:56 2022	1642604156	47	12	60	9
Wed Jan 19 17:55:53 2022	1642604153	24	35	60	24
Wed Jan 19 17:56:03 2022	1642604163	39	21	60	21
Wed Jan 19 17:56:01 2022	1642604161	27	33	60	25
Wed Jan 19 17:56:02 2022	1642604162	26	34	60	26
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	30
Wed Jan 19 17:55:56 2022	1642604156	16	44	60	33
Wed Jan 19 17:56:01 2022	1642604161	20	40	60	33
Wed Jan 19 17:56:06 2022	1642604166	23	37	60	36
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	29
Wed Jan 19 17:56:06 2022	1642604166	5	55	60	43
Wed Jan 19 17:56:01 2022	1642604161	17	42	60	19
Wed Jan 19 17:55:56 2022	1642604156	41	19	60	9
Wed Jan 19 17:56:03 2022	1642604163	31	28	60	17
Wed Jan 19 17:55:58 2022	1642604158	43	17	60	12
Wed Jan 19 17:55:57 2022	1642604157	16	44	60	42
Wed Jan 19 17:55:55 2022	1642604155	27	33	60	22
Wed Jan 19 17:55:55 2022	1642604155	15	45	60	21
Wed Jan 19 17:55:59 2022	1642604159	9	51	60	34
Wed Jan 19 17:55:56 2022	1642604156	32	27	60	25
Wed Jan 19 17:56:04 2022	1642604164	38	21	60	16
Wed Jan 19 17:55:53 2022	1642604153	21	39	60	17
Wed Jan 19 17:56:01 2022	1642604161	36	24	60	14
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	29
Wed Jan 19 17:55:56 2022	1642604156	13	47	60	27
Wed Jan 19 17:56:01 2022	1642604161	23	37	60	32
Wed Jan 19 17:56:04 2022	1642604164	19	40	60	24
Wed Jan 19 17:55:58 2022	1642604158	29	30	60	25
Wed Jan 19 17:56:06 2022	1642604166	23	37	60	26
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	19
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	22
Wed Jan 19 17:55:58 2022	1642604158	12	48	60	38
Wed Jan 19 17:56:00 2022	1642604160	26	34	60	30
Wed Jan 19 17:55:56 2022	1642604156	43	17	60	16
Wed Jan 19 17:56:06 2022	1642604166	21	39	60	38
Wed Jan 19 17:56:00 2022	1642604160	32	28	60	24
Wed Jan 19 17:56:03 2022	1642604163	12	47	60	26
Wed Jan 19 17:56:00 2022	1642604160	33	26	60	25
Wed Jan 19 17:55:55 2022	1642604155	0	60	60	53
Wed Jan 19 17:56:04 2022	1642604164	11	49	60	25
Wed Jan 19 17:55:56 2022	1642604156	18	42	60	26
Wed Jan 19 17:56:00 2022	1642604160	31	29	60	24
Wed Jan 19 17:56:01 2022	1642604161	33	27	60	20
Wed Jan 19 17:55:57 2022	1642604157	31	29	60	12
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	19
Wed Jan 19 17:56:04 2022	1642604164	22	38	60	26
Wed Jan 19 17:56:01 2022	1642604161	19	41	60	31
Wed Jan 19 17:55:56 2022	1642604156	23	36	60	24
Wed Jan 19 17:56:02 2022	1642604162	24	36	60	29
Wed Jan 19 17:55:56 2022	1642604156	47	13	60	9
Wed Jan 19 17:56:06 2022	1642604166	36	23	60	18
Wed Jan 19 17:55:58 2022	1642604158	34	26	60	18
Wed Jan 19 17:55:53 2022	1642604153	17	42	60	22
Wed Jan 19 17:55:57 2022	1642604157	32	27	60	12
Wed Jan 19 17:56:01 2022	1642604161	33	27	60	17
Wed Jan 19 17:56:06 2022	1642604166	34	26	60	17
Wed Jan 19 17:56:06 2022	1642604166	14	46	60	36
Wed Jan 19 17:55:53 2022	1642604153	19	40	60	32
Wed Jan 19 17:56:00 2022	1642604160	32	28	60	25
Wed Jan 19 17:55:56 2022	1642604156	23	37	60	25
Wed Jan 19 17:56:04 2022	1642604164	13	47	60	26
Wed Jan 19 17:56:00 2022	1642604160	32	28	60	16
Wed Jan 19 17:55:58 2022	1642604158	4	56	60	48
Wed Jan 19 17:55:53 2022	1642604153	28	32	60	24
Wed Jan 19 17:55:58 2022	1642604158	17	43	60	32
Wed Jan 19 17:55:57 2022	1642604157	29	31	60	9
Wed Jan 19 17:56:05 2022	1642604165	25	35	60	25
Wed Jan 19 17:56:06 2022	1642604166	22	38	60	37
Wed Jan 19 17:56:00 2022	1642604160	28	32	60	31
Wed Jan 19 17:56:06 2022	1642604166	22	38	60	36
Wed Jan 19 17:56:02 2022	1642604162	33	26	60	14
Wed Jan 19 17:55:57 2022	1642604157	26	34	60	25
Wed Jan 19 17:55:56 2022	1642604156	29	31	60	25
Wed Jan 19 17:55:53 2022	1642604153	25	35	60	10
Wed Jan 19 17:56:01 2022	1642604161	33	27	60	19
Wed Jan 19 17:56:06 2022	1642604166	18	42	60	31
Wed Jan 19 17:55:55 2022	1642604155	7	53	60	51
Wed Jan 19 17:55:57 2022	1642604157	26	34	60	28
Wed Jan 19 17:56:01 2022	1642604161	27	33	60	28
Wed Jan 19 17:56:06 2022	1642604166	22	38	60	20
Wed Jan 19 17:56:04 2022	1642604164	14	46	60	30
Wed Jan 19 17:55:54 2022	1642604154	27	33	60	31
Wed Jan 19 17:55:57 2022	1642604157	4	56	60	50
Wed Jan 19 17:55:56 2022	1642604156	4	56	60	52
Wed Jan 19 17:55:54 2022	1642604154	25	35	60	33
Wed Jan 19 17:56:05 2022	1642604165	25	35	60	25
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	17
Wed Jan 19 17:56:00 2022	1642604160	31	29	60	26
Wed Jan 19 17:56:06 2022	1642604166	32	28	60	23
Wed Jan 19 17:55:57 2022	1642604157	31	29	60	12
Wed Jan 19 17:56:02 2022	1642604162	20	40	60	19
Wed Jan 19 17:55:55 2022	1642604155	15	45	60	34
Wed Jan 19 17:56:04 2022	1642604164	33	27	60	26
Wed Jan 19 17:56:02 2022	1642604162	34	26	60	14
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	21
Wed Jan 19 17:56:02 2022	1642604162	20	40	60	18
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	34
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	22
Wed Jan 19 17:55:57 2022	1642604157	4	56	60	51
Wed Jan 19 17:56:01 2022	1642604161	25	35	60	31
Wed Jan 19 17:56:04 2022	1642604164	37	23	60	15
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	21
Wed Jan 19 17:55:54 2022	1642604154	25	35	60	17
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	30
Wed Jan 19 17:55:57 2022	1642604157	4	56	60	51
Wed Jan 19 17:55:55 2022	1642604155	7	53	60	51
Wed Jan 19 17:55:56 2022	1642604156	40	20	60	20
Wed Jan 19 17:55:54 2022	1642604154	31	29	60	15
Wed Jan 19 17:55:57 2022	1642604157	31	29	60	9
Wed Jan 19 17:56:05 2022	1642604165	25	35	60	25
Wed Jan 19 17:55:57 2022	1642604157	29	31	60	11
Wed Jan 19 17:55:53 2022	1642604153	23	37	60	19
Wed Jan 19 17:56:01 2022	1642604161	10	50	60	41
Wed Jan 19 17:56:03 2022	1642604163	22	38	60	34
Wed Jan 19 17:55:57 2022	1642604157	35	25	60	22
Wed Jan 19 17:56:01 2022	1642604161	37	23	60	21
Wed Jan 19 17:55:55 2022	1642604155	32	28	60	27
Wed Jan 19 17:56:02 2022	1642604162	12	48	60	41
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	22
Wed Jan 19 17:55:53 2022	1642604153	24	36	60	23
Wed Jan 19 17:56:05 2022	1642604165	12	48	60	27
Wed Jan 19 17:55:55 2022	1642604155	7	53	60	51
Wed Jan 19 17:55:58 2022	1642604158	32	28	60	23
Wed Jan 19 17:56:04 2022	1642604164	16	45	60	37
Wed Jan 19 17:55:54 2022	1642604154	26	35	60	34
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	19
Wed Jan 19 17:55:55 2022	1642604155	27	33	60	26
Wed Jan 19 17:55:58 2022	1642604158	27	33	60	28
Wed Jan 19 17:56:01 2022	1642604161	20	40	60	28
Wed Jan 19 17:56:04 2022	1642604164	26	34	60	31
Wed Jan 19 17:55:53 2022	1642604153	25	35	60	23
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	26
Wed Jan 19 17:55:53 2022	1642604153	33	27	60	27
Wed Jan 19 17:56:05 2022	1642604165	37	24	60	22
Wed Jan 19 17:56:05 2022	1642604165	31	29	60	28
Wed Jan 19 17:55:58 2022	1642604158	3	58	60	54
Wed Jan 19 17:55:53 2022	1642604153	21	39	60	17
Wed Jan 19 17:55:56 2022	1642604156	27	33	60	25
Wed Jan 19 17:56:00 2022	1642604160	32	28	60	19
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	29
Wed Jan 19 17:56:01 2022	1642604161	23	37	60	31
Wed Jan 19 17:55:53 2022	1642604153	21	40	60	17
Wed Jan 19 17:56:01 2022	1642604161	27	33	60	28
Wed Jan 19 17:55:54 2022	1642604154	12	48	60	27
Wed Jan 19 17:55:54 2022	1642604154	24	36	60	33
Wed Jan 19 17:56:02 2022	1642604162	21	39	60	23
Wed Jan 19 17:56:02 2022	1642604162	18	42	60	35
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	30
Wed Jan 19 17:55:55 2022	1642604155	23	37	60	31
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	26
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	19
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	34
Wed Jan 19 17:56:06 2022	1642604166	18	42	60	41
Wed Jan 19 17:55:57 2022	1642604157	4	56	60	51
Wed Jan 19 17:56:04 2022	1642604164	10	50	60	30
Wed Jan 19 17:56:04 2022	1642604164	16	45	60	26
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	27
Wed Jan 19 17:56:01 2022	1642604161	23	38	60	34
Wed Jan 19 17:55:54 2022	1642604154	25	35	60	17
Wed Jan 19 17:55:56 2022	1642604156	8	53	60	44
Wed Jan 19 17:55:53 2022	1642604153	18	43	60	22
Wed Jan 19 17:56:06 2022	1642604166	32	29	60	23
Wed Jan 19 17:56:05 2022	1642604165	25	35	60	24
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	22
Wed Jan 19 17:56:04 2022	1642604164	19	41	60	36
Wed Jan 19 17:56:05 2022	1642604165	24	36	60	27
Wed Jan 19 17:55:54 2022	1642604154	20	41	60	35
Wed Jan 19 17:55:57 2022	1642604157	4	56	60	37
Wed Jan 19 17:55:55 2022	1642604155	19	41	60	33
Wed Jan 19 17:56:00 2022	1642604160	31	29	60	24
Wed Jan 19 17:55:53 2022	1642604153	17	43	60	22
Wed Jan 19 17:56:00 2022	1642604160	24	36	60	22
Wed Jan 19 17:56:02 2022	1642604162	26	34	60	26
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	22
Wed Jan 19 17:56:04 2022	1642604164	15	45	60	37
Wed Jan 19 17:56:02 2022	1642604162	15	45	60	28
Wed Jan 19 17:56:04 2022	1642604164	24	36	60	27
Wed Jan 19 17:55:53 2022	1642604153	32	28	60	8
Wed Jan 19 17:56:04 2022	1642604164	20	40	60	36
Wed Jan 19 17:55:58 2022	1642604158	2	59	60	55
Wed Jan 19 17:56:05 2022	1642604165	37	23	60	23
Wed Jan 19 17:56:00 2022	1642604160	27	34	60	31
Wed Jan 19 17:55:58 2022	1642604158	17	43	60	32
Wed Jan 19 17:55:55 2022	1642604155	16	45	60	31
Wed Jan 19 17:56:06 2022	1642604166	23	37	60	26
Wed Jan 19 17:55:56 2022	1642604156	18	43	60	26
Wed Jan 19 17:55:53 2022	1642604153	27	33	60	26
Wed Jan 19 17:56:05 2022	1642604165	24	37	60	29
Wed Jan 19 17:56:01 2022	1642604161	23	37	60	33
Wed Jan 19 17:55:54 2022	1642604154	21	39	60	33
Wed Jan 19 17:56:00 2022	1642604160	32	28	60	24
Wed Jan 19 17:55:55 2022	1642604155	12	48	60	35
Wed Jan 19 17:56:04 2022	1642604164	22	38	60	36
Wed Jan 19 17:55:54 2022	1642604154	28	32	60	32
Wed Jan 19 17:55:55 2022	1642604155	7	54	60	51
Wed Jan 19 17:56:04 2022	1642604164	4	57	60	36
Wed Jan 19 17:55:56 2022	1642604156	30	30	60	24
Wed Jan 19 17:55:53 2022	1642604153	18	42	60	23
Wed Jan 19 17:55:55 2022	1642604155	7	54	60	51
Wed Jan 19 17:56:06 2022	1642604166	2	58	60	14
Wed Jan 19 17:55:53 2022	1642604153	25	35	60	23
Wed Jan 19 17:55:58 2022	1642604158	2	59	60	37
Wed Jan 19 17:56:04 2022	1642604164	16	44	60	37
Wed Jan 19 17:56:01 2022	1642604161	28	33	60	28
Wed Jan 19 17:55:55 2022	1642604155	4	57	60	56
Wed Jan 19 17:55:56 2022	1642604156	23	37	60	25
Wed Jan 19 17:56:04 2022	1642604164	30	30	60	21
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	33
Wed Jan 19 17:55:54 2022	1642604154	27	33	60	31
Wed Jan 19 17:55:56 2022	1642604156	22	39	60	26
Wed Jan 19 17:55:54 2022	1642604154	25	35	60	27
Wed Jan 19 17:55:58 2022	1642604158	2	58	60	37
Wed Jan 19 17:55:53 2022	1642604153	24	36	60	26
Wed Jan 19 17:56:02 2022	1642604162	20	41	60	18
Wed Jan 19 17:55:54 2022	1642604154	31	29	60	15
Wed Jan 19 17:56:01 2022	1642604161	25	35	60	24
Wed Jan 19 17:56:05 2022	1642604165	30	30	60	27
Wed Jan 19 17:55:58 2022	1642604158	37	23	60	14
Wed Jan 19 17:56:01 2022	1642604161	22	38	60	30
Wed Jan 19 17:56:01 2022	1642604161	19	41	60	31
Wed Jan 19 17:55:56 2022	1642604156	14	47	60	27
Wed Jan 19 17:55:57 2022	1642604157	27	33	60	10
Wed Jan 19 17:56:00 2022	1642604160	31	30	60	18
Wed Jan 19 17:55:57 2022	1642604157	4	57	60	51
Wed Jan 19 17:56:04 2022	1642604164	16	45	60	37
Wed Jan 19 17:55:54 2022	1642604154	7	53	60	43
Wed Jan 19 17:55:54 2022	1642604154	7	53	60	43
Wed Jan 19 17:55:58 2022	1642604158	7	54	60	48
Wed Jan 19 17:55:57 2022	1642604157	3	57	60	50
Wed Jan 19 17:56:02 2022	1642604162	12	48	60	41
Wed Jan 19 17:56:00 2022	1642604160	31	30	60	18
Wed Jan 19 17:55:53 2022	1642604153	21	39	60	17
Wed Jan 19 17:55:56 2022	1642604156	4	56	60	56
Wed Jan 19 17:56:01 2022	1642604161	23	38	60	34
Wed Jan 19 17:55:58 2022	1642604158	26	35	60	30
Wed Jan 19 17:56:06 2022	1642604166	18	42	60	31
Wed Jan 19 17:56:02 2022	1642604162	20	40	60	31
Wed Jan 19 17:55:55 2022	1642604155	11	50	60	35
Wed Jan 19 17:55:56 2022	1642604156	4	57	60	56
Wed Jan 19 17:55:56 2022	1642604156	4	56	60	56
Wed Jan 19 17:56:01 2022	1642604161	20	41	60	36
Wed Jan 19 17:55:57 2022	1642604157	26	34	60	32
Wed Jan 19 17:55:58 2022	1642604158	10	50	60	49
Wed Jan 19 17:56:03 2022	1642604163	22	38	60	34
Wed Jan 19 17:56:01 2022	1642604161	22	39	60	38
Wed Jan 19 17:55:57 2022	1642604157	24	37	60	31
Wed Jan 19 17:55:53 2022	1642604153	23	37	60	26
Wed Jan 19 17:56:04 2022	1642604164	26	35	60	31
Wed Jan 19 17:56:03 2022	1642604163	32	29	60	17
Wed Jan 19 17:55:57 2022	1642604157	26	35	60	25
Wed Jan 19 17:56:06 2022	1642604166	27	34	60	17
Wed Jan 19 17:55:56 2022	1642604156	47	13	60	9
Wed Jan 19 17:55:55 2022	1642604155	27	33	60	29
Wed Jan 19 17:55:57 2022	1642604157	3	57	60	50
Wed Jan 19 17:56:01 2022	1642604161	9	52	60	48
Wed Jan 19 17:56:01 2022	1642604161	36	24	60	14
Wed Jan 19 17:56:05 2022	1642604165	37	24	60	22
Wed Jan 19 17:56:01 2022	1642604161	12	48	60	44
Wed Jan 19 17:55:57 2022	1642604157	26	34	60	26
Wed Jan 19 17:55:56 2022	1642604156	43	18	60	16
Wed Jan 19 17:55:53 2022	1642604153	30	30	60	26
Wed Jan 19 17:56:02 2022	1642604162	16	45	60	37
Wed Jan 19 17:55:56 2022	1642604156	24	36	60	24
Wed Jan 19 17:55:57 2022	1642604157	4	57	60	37
Wed Jan 19 17:56:05 2022	1642604165	23	38	60	36
Wed Jan 19 17:56:07 2022	1642604167	22	38	60	35
Wed Jan 19 17:56:01 2022	1642604161	21	39	60	19
Wed Jan 19 17:55:55 2022	1642604155	19	41	60	34
Wed Jan 19 17:55:54 2022	1642604154	10	51	60	42
Wed Jan 19 17:56:00 2022	1642604160	13	47	60	38
Wed Jan 19 17:55:55 2022	1642604155	29	31	60	27
Wed Jan 19 17:55:59 2022	1642604159	33	28	60	24
Wed Jan 19 17:55:56 2022	1642604156	44	16	60	14
Wed Jan 19 17:56:04 2022	1642604164	26	34	61	31
Wed Jan 19 17:55:56 2022	1642604156	7	53	61	44
Wed Jan 19 17:56:00 2022	1642604160	27	33	61	26
Wed Jan 19 17:56:06 2022	1642604166	5	56	61	52
Wed Jan 19 17:56:01 2022	1642604161	22	38	61	34
Wed Jan 19 17:56:01 2022	1642604161	34	27	61	20
Wed Jan 19 17:55:54 2022	1642604154	16	45	61	44
Wed Jan 19 17:55:57 2022	1642604157	26	34	61	29
Wed Jan 19 17:55:55 2022	1642604155	17	44	61	40
Wed Jan 19 17:56:02 2022	1642604162	26	35	61	30
Wed Jan 19 17:56:01 2022	1642604161	1	60	61	57
Wed Jan 19 17:55:58 2022	1642604158	17	44	61	32
Wed Jan 19 17:55:56 2022	1642604156	7	53	61	44
Wed Jan 19 17:56:01 2022	1642604161	26	35	61	31
Wed Jan 19 17:55:58 2022	1642604158	1	60	61	57
Wed Jan 19 17:55:55 2022	1642604155	33	28	61	27
Wed Jan 19 17:55:57 2022	1642604157	25	35	61	29
Wed Jan 19 17:55:54 2022	1642604154	28	32	61	32
Wed Jan 19 17:55:55 2022	1642604155	1	60	61	58
Wed Jan 19 17:56:02 2022	1642604162	24	37	61	32
Wed Jan 19 17:55:57 2022	1642604157	34	27	61	22
Wed Jan 19 17:55:53 2022	1642604153	18	42	61	23
Wed Jan 19 17:56:01 2022	1642604161	23	37	61	31
Wed Jan 19 17:55:58 2022	1642604158	1	59	61	55
Wed Jan 19 17:56:01 2022	1642604161	1	60	61	57
Wed Jan 19 17:56:04 2022	1642604164	36	24	61	23
Wed Jan 19 17:56:00 2022	1642604160	19	42	61	36
Wed Jan 19 17:55:54 2022	1642604154	27	33	61	25
Wed Jan 19 17:56:07 2022	1642604167	12	48	61	37
Wed Jan 19 17:55:53 2022	1642604153	18	43	61	35
Wed Jan 19 17:55:57 2022	1642604157	3	57	61	50
Wed Jan 19 17:56:04 2022	1642604164	39	22	61	16
